id	ServiceCount	UniqueBeneficiaries	BeneficiaryServiceCount	TotalAllowed	TotalCharged	TotalPayment
21047	644509	168894	290743	22504032	52917480	17160051
41053	35357	13307	24360	1659767	3507412	1214006
55023	42186	19667	35412	1556966	4025048	1110772
40059	10353	2206	3875	238291	381192	176062
39097	34696	14124	27129	2163371	3989180	1587434
48025	107201	18241	38632	3786696	7772874	2929135
13177	18645	8257	12429	807948	1559276	630611
26137	169217	47117	103067	6957282	14449507	5275822
1071	232799	88458	164869	9322048	19426290	7088721
17181	26786	10569	18157	1386261	2217169	1021220
48089	251932	59256	92737	8853201	18608390	6843541
20121	59089	20121	36559	2139929	4010960	1600534
54035	95041	39212	67153	3972170	8237542	2935272
39129	173601	51923	88865	8942887	19729888	6780919
40085	1975	1307	1975	113810	183870	85755
55087	915778	277256	459761	28591280	101371134	21926575
39161	92787	29913	48251	3863743	6761705	2896458
32005	188653	80362	126489	11062366	28584948	8453714
19193	860951	312053	522494	39439603	93169714	30135660
48073	72731	36618	56571	4966469	15071676	3725628
39005	122011	61307	98340	6823310	15795860	5024222
46127	444646	124379	189936	14618938	37598497	11450704
72043	12645	5782	11820	292378	309394	231605
72031	137277	66139	126158	4988141	8610473	3914092
18113	50436	19582	37353	2281165	4121459	1612387
54021	13159	3131	4922	491388	977038	376459
8099	13041	3746	10070	517145	652020	399374
13159	18428	5063	8999	751386	2027307	554014
19165	35922	7643	13015	1228166	2097055	924186
20025	5774	1181	1438	127767	170695	102092
38045	6445	1423	2220	149887	264260	116932
34001	2807313	909915	1604836	158723590	409528840	123098845
51620	70298	36185	59702	4109633	9508513	3070770
38037	4428	453	543	60445	97445	45428
6029	4553248	1461564	2606365	185220252	451748438	145939637
12001	4031249	1484170	2224612	209015974	621885818	161963105
27007	236256	104094	161490	9460946	23987939	7204282
40023	98112	31877	58867	4302125	10433952	3395665
51163	2965	1917	2965	173261	211945	126007
40115	116856	46205	76557	5528973	9958112	4114296
29035	8881	2496	3691	143835	275516	117588
27039	9690	1516	3327	255760	417260	190798
40029	19323	5767	11901	574399	636635	473448
31073	556	36	54	16067	22944	12853
6111	4604277	1356112	2602969	254066139	626134677	197084501
1121	241497	114333	170614	11096139	21232018	8347682
13165	9122	2710	3916	341974	853233	254515
40107	7316	4148	7003	398739	902657	292433
19019	28341	13034	25823	1165892	2011956	806679
12041	35776	4525	8218	780067	914174	605968
55055	131195	63027	102891	6429020	20025887	4767683
17201	1886304	815076	1290356	104565048	321301152	79562573
51670	184033	87250	155535	10487490	23190916	8037489
72099	11793	4451	9892	421786	450671	331975
20051	244378	128561	190793	14788781	34638109	11392863
29013	8817	5450	8712	501937	1143708	379987
39139	877787	310272	520148	46912883	102240672	35790544
6017	828944	216953	385947	30377217	75713851	23465510
51067	108627	43284	71699	5498964	10751450	4137754
72019	5728	2946	5220	131189	146534	102881
39017	1311138	496447	818527	66156947	138971431	51021295
49011	570668	252357	390221	27746593	69104165	21049583
24013	756756	285309	495546	47082159	97038996	35924116
39175	45229	16922	29885	1647146	2782595	1211508
18181	92890	19578	37878	3120040	5499948	2368247
47075	92186	34174	63457	3236559	5062199	2414198
49047	29812	12538	25332	1465212	2419829	1056969
22091	6670	3588	6339	352710	570860	265548
38059	47161	17229	34761	3115027	5203181	2366111
19095	21900	10325	20714	865318	1368294	611268
31179	14804	6551	13445	403552	871342	306389
37115	46799	10038	16546	1061507	1501240	811354
12133	46157	12191	26290	1807347	2999587	1371369
26095	27703	3804	6511	689580	1277336	523315
21173	207349	46932	96243	7124907	21773968	5408607
37011	64574	26129	50704	2181438	3938989	1655867
13281	41067	18223	29868	2091763	3409235	1622683
72073	1856	790	1825	27804	29528	24766
20077	13716	2247	4706	501094	779931	382518
47177	334182	105064	187056	10440771	22421655	7977842
28089	260256	101108	200445	11852148	27826491	9018396
72083	586	252	586	19652	21185	14610
28147	12060	7470	11756	578344	1101159	415927
40091	36451	15436	27225	1710933	3391286	1256993
40031	697319	272823	448807	35174213	76419570	26524926
36007	1385217	532143	904014	69593867	154205990	53134959
46099	1622467	785448	1135064	70875304	183663497	55314064
18173	705028	137341	249939	22323400	64297853	17260610
5059	83471	38363	76072	3526704	5926814	2578809
47035	957924	285440	491932	30387509	72734003	23373879
39067	7659	2916	4631	347783	601066	264176
22123	26918	3651	6076	789697	1307493	622885
48289	24960	2624	4349	580162	1518184	448482
48045	844	26	32	12802	16962	10242
29047	1306901	677715	1072123	85185053	201772468	65223773
20155	1862938	338026	622575	45271497	115677352	35578728
24027	1327910	583498	940509	71498849	159026972	55785742
8119	43892	15596	31428	2046356	4329426	1532928
8113	13897	2932	7462	421103	857316	324924
39153	2143296	1058170	1690490	136095713	304371728	104010224
37059	122448	32162	50479	3842271	7429936	2854715
21179	162426	58211	101750	6501086	13633736	4848517
40097	129642	39487	78596	4487030	11194694	3363422
5069	659065	243501	383878	30758185	74654846	23441873
42105	44626	16799	26694	2566716	5778109	1999347
36073	41184	16743	27288	1884257	3540360	1394731
55103	63855	31923	56441	2527296	6633992	1877460
5035	216179	80753	144878	11257030	28771813	8607203
48035	17550	3860	5483	696291	1419331	548522
1067	52247	17466	30371	1489973	2147697	1106079
8085	180444	86917	134201	10483434	25701033	7911513
38081	5179	904	1912	113284	203997	89214
49017	9272	1254	2705	235344	536137	179687
8067	287303	125303	191400	15647485	43949674	11982337
40147	420523	164365	256596	19794748	48276488	14925894
28161	18562	6750	15173	702105	1143851	523771
17175	11320	949	2552	271716	332362	211084
22025	4774	2876	4735	161788	265435	108567
54017	49935	2962	6312	879962	1341070	677498
38091	310	310	310	3875	3875	3875
39077	232633	106736	169108	12298081	26889817	9227397
45077	635328	150190	288557	25487559	51559741	19938645
42115	116207	29357	69433	5625899	9231839	4264698
37061	226746	44743	94741	7668960	14250300	5889288
72079	12419	2826	6560	289888	318879	227503
27125	1382	146	154	33779	39878	26950
36093	752037	363051	585826	38493224	78547188	29530502
27135	12931	4374	6833	518268	1279326	376669
12125	26003	5324	10392	641688	1181450	477026
16057	81528	49160	72246	4221343	8917398	3203532
51145	32128	9208	22427	1267317	2095271	928673
47083	33874	10819	19358	1186633	1673675	890132
35023	11166	1228	2979	267763	370496	194364
13301	11212	1970	3472	264182	404825	209535
29111	17983	2567	6914	408265	696868	324431
47099	264388	78318	144785	10777741	21746705	8206654
42119	228310	124655	189721	16914747	47943084	12823570
51101	43515	14196	31699	1269734	2572565	974515
48161	76318	10176	25588	2597085	6686717	2044063
21139	28354	11178	16941	1007588	2562322	787575
20045	386701	181525	312285	19991250	47579520	15032498
72111	3207	1785	3119	73964	82148	61301
21183	111292	25178	44204	3836984	7390830	2902245
22059	11979	5624	11483	813781	1988884	602225
20067	52063	8838	15990	1132225	1801301	854929
30037	742	22	26	8800	8800	7040
29077	2859739	1282910	1891784	124851800	332305216	96116050
24045	1199651	631997	934237	92513520	188234760	71230393
12097	1089983	409379	694090	67087687	150682205	51464750
8023	4709	353	1220	136441	221441	98248
46083	360414	169930	244011	25145970	46503121	19123824
47055	165707	54864	112742	5499887	10827567	4089632
17121	247741	95949	162915	13808755	30093630	10539408
42109	373710	123727	240079	8830747	17715746	7150130
27089	3515	782	2685	136614	198475	102138
36029	3738974	1519826	2367451	192391413	425985229	146599902
37135	912287	514579	726651	56778553	163211057	43086878
13277	436503	212817	303823	23046139	63560201	17687548
42015	870846	409076	640017	36656013	119215307	28558313
55089	287903	149156	239148	14449056	51428072	10904862
48041	1144420	453243	686628	61045222	165959865	46709169
48241	130494	42238	77979	6005701	16125937	4657191
29059	5274	3171	4971	205023	291969	141646
32021	5865	851	2786	299169	485065	238037
19143	18410	6732	13049	791387	946893	559201
13245	4609809	975954	1495563	132635717	413345185	102780280
55035	835688	400983	589963	44915308	179243253	33937128
45035	508076	246603	418416	19365896	42847666	15128411
48487	36463	12423	22087	1407100	3079977	1042823
47151	181475	33854	77586	4668082	9106070	3632082
21189	57487	4525	10768	978994	1992654	782077
12099	19063844	6645246	11615271	961991252	2090973650	754591925
12031	10468768	3760290	5919838	518543162	1253780181	402634639
17111	1089045	481716	830601	59233386	137984352	45204504
24037	448944	174434	310845	21060739	46295288	16136679
5105	12292	1893	3433	342703	450646	259294
19175	23581	11952	21418	976733	1556534	699071
21217	165054	60542	106855	7875888	18704342	5915342
38073	25451	7851	15209	630085	1340147	481504
2060	888	584	888	38033	70686	28765
42097	294442	105113	208966	13936914	26971828	10519555
48175	7885	773	1239	178653	539159	141956
48379	8657	1778	5852	250127	417930	191510
20205	37485	14874	30384	1687895	2940798	1274245
38019	3390	2208	3389	161480	234947	118309
29093	29291	3627	6955	709820	929755	549243
20115	19664	5124	10715	723583	1305476	552982
13263	6488	790	1209	160734	215614	126717
22097	705822	289837	467317	32967142	82223060	25146338
21225	50046	19082	33088	1077904	2469349	854313
29195	103093	35732	70123	2731905	5668317	2191973
28139	63466	29041	52004	2039448	4066331	1478392
48419	37841	12490	22385	1719630	4539467	1271419
22095	47226	25105	40073	3241138	9446585	2442214
48365	21515	9678	17691	1150477	2468098	845966
38005	5745	1445	2172	148820	342933	116897
30109	964	150	158	14582	17075	11980
5127	2123	1460	2026	106312	280929	78133
18099	149016	42428	77716	5239461	10957776	3840582
51179	345852	73851	128198	14798966	30800677	11402046
17001	920969	303512	561491	38866684	120663818	29948032
20133	129657	47571	86325	4984518	14124463	3888671
41021	3678	367	695	50886	60498	40169
28049	6186190	1455198	2161589	179442690	494781281	138327602
8051	11265	7110	10015	636793	1372509	459823
8049	18783	4086	6962	579206	1125566	440867
38023	3078	247	562	61220	97170	48272
46045	5465	1780	3962	163381	243440	121338
5031	1616422	641495	1005093	75810444	168357401	58134330
48423	8028515	1528942	2542370	195732024	562985247	153316342
17037	390015	184659	338478	22586025	52534582	17246423
11001	3510193	1619654	2402267	230616131	542353826	177793542
45063	2081651	616023	966704	80798527	229991431	62110427
23005	3237869	1262424	2079755	141354418	309659167	109340751
37077	187358	71195	134631	7269965	17885125	5565669
49037	18510	3033	9889	465651	951465	359134
51199	117312	59665	95499	5426161	11671542	4051818
49021	77337	37334	60525	5308035	10583993	3972783
30043	22155	4341	7168	555055	894970	414206
47165	905947	266537	441791	28702397	70133816	22105298
17011	158189	82794	130618	8514054	15280763	6369423
40043	10889	2750	5584	355441	513628	265097
21063	32200	1276	2506	588084	1350223	467028
41005	360920	172979	272664	19957292	53051908	14896462
27163	419363	190497	311326	26743931	70136122	20164303
17165	172023	68322	110470	5720926	16398921	4492160
28155	102443	42597	74377	2587551	4056980	1888173
19005	24077	8859	19970	817018	1760805	596762
27093	19115	8983	16381	823615	2087785	626131
36067	5418158	2109042	3376422	230391822	554655555	179441888
55099	27738	9931	19258	1176359	2616289	857814
72105	8930	4799	8915	143001	155231	122944
20183	8965	1563	2794	258532	341383	198788
30015	8990	812	4143	221823	322835	175876
19135	3473	1315	3473	155348	188253	113118
42077	3419302	1522042	2510327	155208809	387401961	121115080
8014	54330	19688	38015	2737957	5528751	2074283
29007	106336	47500	75438	5229356	13031752	3945728
13133	165587	44731	84921	4989373	12038866	3843002
47031	832433	205745	379983	30387830	75218391	23333517
23015	101670	42686	70437	4703713	7845255	3568921
6033	428330	110706	194688	16764346	38035778	12796741
37009	127082	47630	101182	3882768	7166749	2911923
22031	27416	4675	7946	1034025	2172544	801236
36057	335959	118326	186002	14394671	34107977	11013749
1025	148764	37607	75788	4142590	8622255	3103897
29173	2939	1790	2939	89681	302113	73543
35037	23371	6229	11714	683417	1247004	513219
31065	8068	2746	4688	478664	837405	379969
29179	11749	2008	3791	284029	707581	222090
13259	11341	1693	4705	454558	567989	337579
13089	7946037	4589401	6825355	245076633	895696467	204163910
18057	1616126	665341	1071425	87450713	280519499	67526162
42043	1267911	642337	988649	75098542	231835512	57591652
22109	693725	345559	547096	34797229	120052011	26414858
29183	1678656	476278	804955	66612055	154379703	50894173
12119	535945	258036	444268	44816116	89458920	35150141
28099	72512	31315	53871	2591856	5521638	1896796
45011	53448	11106	18273	1904778	3734232	1482604
29101	161521	56387	101994	7337974	15193741	5555627
42023	17291	2277	3975	526098	740316	411005
55097	114413	69210	100099	6594308	20867088	4917598
55117	494336	203625	345145	22917379	87168005	17520895
37105	351361	174244	269522	17292525	43647027	13220517
48451	1058489	503243	787844	48490869	79503134	37210161
5041	56038	13615	26625	1691681	3469160	1307443
48409	141720	43704	90628	6030592	10418105	4543452
53043	11898	3232	7653	500419	928097	376334
13067	4577436	1567243	2476870	225238119	592624818	174945451
1031	247561	115678	189575	11072475	23916333	8328814
31149	652	286	652	33831	87902	23763
55069	40336	19048	35395	2195152	5377475	1621244
33001	282321	138336	210271	16538983	42743184	12499440
18151	51991	15841	30513	2085469	4068775	1545782
47139	26624	10837	21518	1543364	2650713	1140218
51127	32910	17235	26650	1176344	2483152	888940
19153	3795360	1672932	2558960	191784293	465101163	147879196
13045	733890	294524	437371	31349767	91021852	23699223
20087	38117	12887	25476	1475675	2139565	1063081
13287	16565	1407	2130	430499	559456	339671
20143	25484	8776	16803	577961	914662	443735
55073	857496	336016	489327	40374481	164864467	30903324
1003	945939	416414	670889	48628260	98179977	36781260
13113	954955	291446	497909	35313110	85121924	26964014
31019	516221	236076	386661	22714876	58494552	17522309
34037	592326	233068	432574	40502130	93264945	31079136
48477	146223	51487	86471	5711969	14242988	4419351
13251	19058	4948	7848	747803	1761260	559215
46119	1006	133	157	17716	27832	14256
27069	4804	1117	1754	182097	277033	137371
27171	94207	50604	86859	4028798	9379232	2982275
13139	2945575	843635	1346716	114391802	316703895	89053262
27027	42186	17141	39614	1603972	2481183	1137225
28027	201975	74273	138909	9615229	30643897	7432159
50013	6147	1433	2912	121645	234125	94629
39109	259802	124714	204252	16157799	33482926	12225183
22017	3317368	1409901	2168464	174691886	468305254	134917948
19185	17373	10344	16152	752738	1596758	537453
19025	11830	4595	6831	541218	1202182	410894
21041	19537	5135	7445	645574	1843570	500277
20107	14296	1619	4050	299761	542568	234067
55047	23098	8364	14818	1036198	3047300	793047
25003	1298490	492363	869400	65305233	146250979	49844498
37091	172236	49920	83535	7696197	19599731	5926104
31025	17288	4796	10378	594377	1038778	438348
20081	2829	676	762	65992	80998	53552
13237	44556	14571	25024	1995274	5503185	1489171
56011	9651	1371	5193	208386	243448	162266
29137	21076	3826	6453	478248	918267	371403
6091	1247	46	56	20072	52878	15901
55121	20146	6425	16941	736602	1740230	530126
21117	1453962	531037	772827	63905538	153868516	48808673
31013	18475	5744	12591	736847	1207961	539684
48091	873189	253820	434190	33956878	93029702	26047032
6087	1244896	488122	805898	74744988	202931573	57262242
42035	205357	87622	173596	5202542	18237218	4027720
25019	25688	9485	20396	1267181	2624386	967753
13099	2600	1731	2576	114725	180927	92840
28015	3945	1903	3352	153812	353518	115177
2185	15	15	15	969	2064	611
17149	34192	8341	13424	1091318	1753394	843622
22081	21954	5497	11198	892097	1556150	668902
13167	10520	2440	3110	318499	754207	251355
48065	9617	1560	2585	199966	406729	154430
46053	18314	2305	4599	412021	535184	322158
55063	1082529	438880	659279	45854222	198211494	35202593
48053	427727	105357	155174	14942885	49651653	11495822
72057	24810	11184	22147	886857	979972	682204
72023	20156	9070	18053	602122	661559	468823
5147	33401	5659	11345	920880	1464028	704026
30095	8231	3244	4827	353667	577513	250239
13293	99668	46178	75650	5032181	12345804	3751343
42045	7810860	1604334	3024697	230387931	478507343	179091662
21195	584453	251475	382910	28927669	92178486	21904360
41019	689315	182175	319943	25090451	59908408	18975940
29201	196099	73002	122955	8131288	21325088	6310230
56039	70775	32760	50790	4016487	10035164	3043334
53063	4808935	2013276	3167445	194704668	467038216	153833375
54061	992881	457050	643334	54581737	140382769	41566029
32510	504819	257212	380475	36194816	85307146	27634896
46065	99423	53641	74903	4021058	7229262	3026952
36015	519469	247320	393184	29046233	70584066	21952282
40017	142058	58383	106154	6110052	12219323	4490233
42067	44117	12404	23360	1627809	2493734	1197031
54095	7493	3685	4684	411057	772652	298346
17113	1000285	428622	683063	58724773	196682727	45080757
54083	176910	62163	109786	8327236	17693130	6258725
18077	145576	66534	102381	6989605	18686071	5242511
46025	7378	640	1655	150343	195811	118877
13191	25493	6190	14639	929066	1391040	688073
13193	7138	2805	5386	483724	1088092	375877
31153	310319	141873	227804	12182104	28260792	9204439
44009	1127768	445531	894100	40995441	75779846	34115493
41017	1474519	537560	809059	68764450	189368233	53003437
21125	361926	162277	272204	18726177	40206093	14370748
5023	75241	31451	65869	3050165	5673713	2242621
19129	38321	11038	22947	1306909	2338147	960367
36031	58773	19621	47750	2297794	4068099	1752704
28153	20944	10685	20037	1016909	1620632	741084
29207	83655	18247	31099	2328932	4649130	1816271
17129	15858	2830	6292	358331	834549	280035
48319	4120	172	213	82939	125234	66240
55079	7684217	3706024	5825268	334200592	1337480606	263002238
23031	1091306	340749	580625	40577691	81454934	30617862
19137	74146	30553	63633	2505400	4565228	1849680
53055	45103	13316	33212	2222693	4354678	1712692
28149	264092	125053	201877	13922369	38558443	10606514
31161	7623	1814	3121	263590	428369	194693
13173	13929	3324	6969	677537	1396405	512996
22007	9920	3592	7416	371186	792430	263613
22085	3529182	37797	132878	5080269	11508644	4859020
1015	1132907	451764	736116	54921273	121472244	42014418
15007	110132	57924	93768	7127159	15763325	5106460
37003	95592	24616	51199	2284416	3841754	1798586
49027	20772	5241	11230	797029	1409590	593207
21085	140545	53551	89816	5423679	13333576	4075262
12067	4094	268	347	105672	144843	84165
40055	11439	990	2014	331332	572633	255117
51137	102291	32386	68121	4134729	6624272	3014916
72025	285154	133677	243160	8911754	12043755	7102895
35061	82873	20501	40252	2608055	4355027	1929410
53025	231634	58975	110249	8039016	18484712	6196467
1045	146095	72661	108527	5949443	13135817	4462856
5141	23482	8646	17044	796191	1368319	598155
46121	18550	2265	3264	493269	1236516	387136
26085	10992	4702	7333	527490	985053	394612
20095	43253	16273	33306	1589076	3190665	1216061
17075	49310	25290	41396	3164601	7695103	2384572
6043	35065	4256	7440	940874	3116371	729988
22117	174009	49793	111079	8291677	17073883	6382340
20017	2747	324	379	59604	62255	46758
26145	2355553	866771	1346662	122881555	275770866	95139878
51087	3757769	1396244	2041182	167479862	407206591	129561479
21071	490581	103535	186184	16953308	60225732	13152358
21003	61676	17134	28748	2227383	5852559	1679308
48019	29566	4878	11880	1071030	2189570	829695
54007	38026	8964	16563	1242392	2674351	948962
48117	7952	4724	7591	323517	875647	249425
48029	11228653	3986907	6572924	582687951	1644949000	450114276
39095	3357810	1634132	2486119	193096514	438107869	149638052
39093	1482826	516031	830713	66761824	159714907	51343269
27015	26998	11075	23309	1444783	2625899	1037969
51093	51205	18911	33024	2077734	3737214	1554222
28053	15282	7795	13156	283767	723987	237102
27109	5019590	2067244	2704367	161629036	300699990	127254952
39083	142512	74532	124416	7889366	18341585	5881576
45091	1274240	460335	720611	55080468	153113111	41687872
5133	49207	19667	34278	2829064	8728375	2140879
78020	2080	955	1708	49735	127145	37285
37021	4033022	1490216	2157435	169687484	399897525	132618136
72129	11918	2453	5547	236580	276661	183147
28071	592420	294906	426576	28449263	96828900	21938021
48103	1926	948	1559	139423	312991	105503
54041	73901	35104	58176	3586176	8235334	2695175
51001	132858	20838	51115	3333148	5046830	2581346
19085	8457	1956	5807	353348	536091	268572
5081	16322	5661	13072	751408	1239069	544142
48307	15341	3658	6420	611514	1603846	464023
8033	6648	477	1910	123534	138880	97041
30075	2091	16	20	16053	29797	12842
22079	1386357	616966	954919	73454267	207591567	56250060
16075	48067	19530	31410	2022322	3247914	1481422
5091	56443	31374	53533	4303725	12900769	3224294
37199	63834	16977	31246	2256056	3880303	1709466
21133	191388	67161	103720	6659521	18907760	5232582
38061	14852	3791	6063	349059	694054	254740
46057	5217	929	2241	123566	167629	93098
51735	6627	1810	3877	323429	514228	251020
8017	3523	232	268	47669	72945	38352
26093	478504	140737	309712	18822735	36715079	14231331
17063	196320	80291	151469	11316082	32923355	8626212
37019	540732	223783	388980	24321694	51308074	18359730
47029	114408	40120	80255	3811645	9327282	2878887
38057	21903	7302	14492	547155	1009573	414316
30053	53725	16796	32344	1620448	2727070	1212153
47111	97311	21373	37080	3441671	7574760	2645300
26163	9983230	4740080	8029709	580156421	1262048534	449316161
24009	372521	174705	301234	22240213	48014647	16820379
8105	15377	3508	4860	551614	914661	427971
16077	3890	1996	3009	183472	237653	131119
26127	55352	9976	31714	1788715	2702085	1364422
20195	15020	4335	8924	492501	771711	383659
42009	77945	30565	58788	3744081	7395411	2787527
39033	108555	50356	80140	5624184	12922293	4277874
35027	64770	32137	52182	3689055	8888387	2748190
19125	102428	41678	76530	4408099	10644001	3233088
19151	7448	2551	5980	340930	436831	236925
51065	24467	12373	23234	1233936	2020152	916667
2261	3158	1521	2482	149694	268268	108748
20173	5998899	1816919	2962762	248274173	598270219	192280721
42099	59506	18524	39597	2363405	3381489	1727028
4025	1932888	741617	1258340	96176896	225641947	74155837
54025	488644	204077	322041	21273525	57012119	16273970
12003	43399	16689	26267	2631390	5599405	2008100
38079	21706	4279	5937	484071	979840	369609
29033	18617	5308	8030	709537	1054232	532534
47129	66304	20361	40130	3301891	10828259	2573018
19021	83788	42275	81856	2723216	4611492	2095659
21033	74844	25220	39810	2189787	4664843	1631319
46089	4749	1617	3414	207777	209953	145506
1065	79179	9304	16819	2125812	2905200	1647546
1047	204305	108677	180744	13308538	25137665	10050874
54013	12384	3024	3661	509299	1055112	399374
48481	219779	72793	121510	7153071	13848572	5469382
2068	2302	207	211	35027	79009	26732
48195	11474	3068	4939	357528	606017	265359
39065	46665	17839	30936	2268217	4034378	1682675
13219	68905	36976	61639	3571151	6818802	2619395
35021	26	22	26	78	260	78
24001	832401	385578	586686	46279740	93179609	35325801
1077	980028	406794	656103	41804110	92785247	31854655
13039	104962	37824	72622	5964942	29896376	4536085
53017	80746	11609	28393	2250130	3743144	1768061
20001	43073	10521	22062	1174355	2000542	903199
40083	35908	17230	27543	1581907	3061657	1189126
18125	27268	3033	5800	693870	978499	530787
39167	373121	192135	301917	26372487	77163823	20325738
36115	108792	26882	59633	3874400	5930539	2894922
72051	15100	6504	11652	551310	759990	417527
19047	22108	13212	21637	1233915	2152092	882358
31101	22831	11929	20551	1044456	1694498	755391
12079	44777	12172	23401	1750019	3006275	1320949
13083	13140	6726	12102	719561	1287337	535772
12059	53483	17063	32825	2365353	3687087	1820261
22023	3520	239	319	86531	139565	67964
39155	842751	321662	600134	37058158	79220488	28313181
41035	213815	122694	179937	12768067	30911379	9657685
47043	297294	119207	205205	12813120	32571621	9858430
20073	15811	3134	4464	440513	723243	340057
1119	12303	4069	8110	396396	658139	290188
72059	6156	2845	6128	302927	343276	242792
8035	209901	57162	93122	12366856	39237977	9660636
48181	2025266	611010	1024782	79961482	208912319	61766715
37051	2102087	829506	1274880	106326082	301921113	81835148
47047	71288	27304	47144	2547820	6665354	1929326
29227	2839	323	365	48954	49394	38576
27033	31717	10223	18141	968834	1287096	716985
12081	4388637	1277648	2156653	177090508	396120309	137579093
29217	74602	26864	48982	2616501	5461860	1911894
48287	38560	5897	18198	1087039	2410678	835022
29049	58686	17968	37297	2284557	3848372	1688778
48223	158587	71937	111075	9072900	21621070	7034576
51025	25011	9579	17024	1098957	1438559	829990
19011	33182	8278	16254	954408	1631185	713550
20071	2438	735	1149	97193	143174	77348
34007	6765080	1954792	3767041	305792310	740621040	237669854
34031	3136394	1102639	2104063	189161655	411832936	146928082
47085	59682	16067	29046	2918171	8230706	2219783
12113	570914	195779	290512	26326790	66286155	20138023
21205	146246	74563	110873	7029920	17256164	5333799
29181	34010	7034	14304	1302496	2665755	1005181
48299	43127	34027	42316	1814271	6377015	1401236
38031	4243	3158	4235	236405	384131	167303
51650	1274853	334975	552915	49281895	116532408	37954539
27145	788207	398984	597528	39164344	109887223	30113219
48259	118171	50496	91637	5248755	12602975	3934438
56045	16780	2062	3206	268088	497159	200961
31143	8768	4320	7886	548411	857118	410075
45005	18336	3128	4725	424848	630544	337277
51610	44771	16996	35104	2583265	4850032	1960483
51161	445485	220464	356358	35584181	66287622	27254726
13321	34676	8897	17401	1327588	1838911	989086
48213	540184	175341	283727	17131849	44085783	13067697
13271	23107	4885	9863	879856	1033886	661999
37113	184888	72550	128274	8223492	16288984	6186430
28069	641	515	641	61307	297975	47417
19093	24718	6453	13736	829854	1392531	607095
48247	44600	836	2089	703509	2669652	555813
45013	1613446	611245	994191	78589769	178480314	60339413
41065	89843	48179	65353	6073907	16647492	4612179
19013	1093065	430788	691083	56077402	140493865	42918771
42129	1303042	437848	826542	58140775	119821189	45948102
48203	181300	75128	124745	8126943	19959615	6225586
29051	1648348	427781	661804	47167440	111886472	36304239
18051	94430	37429	66063	3819682	8099667	2852582
13155	14316	6498	10515	728671	1354894	559098
8101	954676	384407	586518	52644542	135923585	40370571
28003	573749	219933	347136	22405426	64715984	17270101
48007	93513	30140	51501	4020662	11329001	3031439
13185	947390	371800	637315	43785494	121360179	33707032
8047	3304	307	363	72539	163097	56337
19067	54231	19995	39958	2551357	4344885	1868647
48385	12540	399	1671	262051	440622	194404
17009	11644	1702	3829	309855	593437	228302
51075	24744	7604	20350	815626	1216872	622662
38029	2676	1004	2569	103147	197605	79810
29097	1127594	547304	839789	64123733	172464140	48929650
5007	1025620	396077	653449	42037095	98204410	31894389
26037	130870	52769	114015	5627919	10376500	4215556
17013	3253	538	706	112399	194753	88805
27081	3028	875	2441	102888	205050	75043
48413	2417	178	372	44782	85133	34865
17049	973832	147615	268145	27298715	89449551	21239677
48363	78435	38274	58704	3998340	9881730	3039182
13009	172098	89101	145192	8311517	22250093	6248831
19077	23702	6901	13033	903359	1439033	674342
18013	14725	6930	12084	510206	995918	375370
12029	40651	2690	4802	823478	988941	645682
18003	2720550	1056619	1493917	123676615	356620086	94578194
36071	2912959	1214147	2184280	174786175	416277382	135163871
55033	40611	15097	29725	2389451	4872534	1763559
21233	17474	6430	11309	446212	661808	319612
5079	9317	4433	9216	248978	354361	178025
72013	123192	37576	67183	3877094	5738481	3048511
19105	39578	10934	21188	1259368	2501028	954546
17003	23818	5625	11272	709363	1032147	528060
13307	2041	150	181	52502	67518	41518
34015	1121836	426135	706745	63803179	145326465	49055108
8123	497358	215616	343151	30754128	67464978	23378088
18105	1139170	475032	723440	51665544	135676551	39655563
17095	521983	171020	291827	21051491	58897261	15965399
48129	16474	1465	3538	223383	314240	176921
1057	73070	20091	35020	3044300	5763002	2269244
30085	5988	3777	5985	216543	596930	168176
48253	16403	6272	11178	933582	1305658	687491
16015	3404	1368	2527	107885	163046	77209
5097	2928	2281	2925	32686	84375	30441
38083	1080	178	346	15424	23932	12469
1127	701616	167333	268765	25029188	45596976	19243449
48353	52021	24994	45338	1334524	3440297	1102665
6005	290347	88015	142619	11727215	28491389	8913531
40133	94658	35975	70574	3771211	6271754	2812386
40149	7907	2600	5809	313888	382139	222770
5011	47680	26031	41510	2535983	5495960	1891163
39135	250772	28944	65442	8171830	20875320	6347953
30059	1985	125	168	37460	46941	29744
19195	1168	210	1168	29312	34024	20691
54003	314058	133528	215092	17211698	43658703	12996173
30025	4290	726	892	94128	135166	74173
39039	244371	87065	155437	8632977	18796888	6594621
16085	22962	9034	14936	928751	1931153	696441
51510	674820	218771	368071	40806679	99132803	31274923
39113	4201410	1894589	2969091	210299074	514533270	163342885
1089	6103703	1469331	2348518	267150400	745177326	207959449
47093	6661252	2387106	3723497	261088523	731837906	202879592
47065	5168728	1807519	2792154	207968670	591732586	159370196
48143	133364	76209	119087	6109410	16628985	4671936
17085	38153	13102	26489	1434246	2659157	1046377
47153	48296	14736	27791	1635849	2734805	1237927
26029	90392	27914	60901	2283973	3828937	1760800
51021	42484	2294	5566	874430	1217520	690175
27137	974068	546176	785654	50123582	152035297	38054007
45045	4178285	1610478	2514098	190553705	487538323	145987593
