id	ServiceCount	UniqueBeneficiaries	BeneficiaryServiceCount	TotalAllowed	TotalCharged	TotalPayment
40105	12008	3990	6762	468630	746788	347195
46007	5247	633	863	133623	284539	105472
13187	67405	28393	48606	4229809	10943875	3247271
16061	6944	372	791	158494	163325	123955
5073	26358	2377	4040	616769	925628	474749
48229	2543	77	97	38328	109832	30630
17081	554190	194825	315759	29048604	100407216	22423022
40027	809014	391071	612951	46792641	114925646	35393254
40119	313186	145140	233553	16150098	37199963	12110268
42103	167893	51387	120836	9326417	18059504	7096062
51183	13947	4226	8154	206778	343390	173699
19191	78882	35582	72868	3235256	8665514	2282048
18177	525059	272959	409458	30198075	79620378	22887648
1123	354838	153347	250506	16360552	28543916	12494295
51053	18531	4376	6875	644040	785225	471300
27079	12780	4596	8216	526680	1006280	380690
35053	27495	9299	18399	1024034	1833328	771309
51167	363201	50452	93836	8699957	15521917	6778311
48079	3300	715	840	114650	347600	90060
20163	15270	5106	8473	547503	903363	412756
29017	11569	458	699	257101	271293	201875
37119	7890399	3290788	4994390	368644880	1103270215	290674466
6007	1667913	697193	1102082	92355407	209309144	70716008
72075	37049	4114	12218	871069	945968	694974
51069	299935	25752	40683	6350938	15021498	4984072
6019	6086583	1677861	2908244	291207156	699917525	226271990
36121	64064	31369	56118	4969530	6466596	3744123
8013	1118510	452127	736898	66806925	143502783	51469670
47061	42572	6893	14752	1376862	2356607	1064281
41037	8691	3699	6592	486663	1037504	361533
48085	3235396	1268546	2036795	172661452	548463257	134025857
16059	13382	4125	9834	726509	1150194	547667
32007	105550	28130	50870	5757429	15438194	4367355
49003	75351	30221	55043	3095485	5598703	2301058
47051	157521	80946	137340	8619521	20776643	6516192
28093	44944	24325	40622	1430268	3633154	1090898
28129	9698	3931	7481	310418	456781	208562
1075	23906	8161	19562	793952	1368671	564124
31033	8620	3994	7883	451309	1346071	334997
29186	25612	7146	11113	1036438	3763091	803697
19169	1171655	329398	538821	36081494	85981736	28048353
72087	2249	1147	2193	32984	38211	29914
51105	41638	19889	34448	2348153	5636897	1786172
36077	436393	232289	324563	21367953	51931342	16062263
5065	33088	12364	20966	1068525	1580355	782316
24023	107674	44007	74624	5816050	10785402	4305501
72035	44245	21573	39989	1792890	4474251	1374161
18117	42976	11253	18084	1459311	3151727	1065481
8117	42863	15668	23130	1983821	6879537	1501317
20191	47489	7815	20147	1428909	2556425	1091036
42101	8807429	3674576	5768785	541775137	1434193457	419675232
38049	5344	1450	2571	158114	341179	118939
29039	7610	4866	7542	402895	1119746	293935
21175	29732	4698	9104	850744	1641977	650764
51530	5267	2030	3377	228358	320802	168199
12085	1915695	691631	1114045	112890525	269286966	87142854
28113	243445	131546	204258	13809472	35088668	10450425
16069	308321	167894	265586	15679635	38957580	12151464
29043	109477	52811	88239	5097300	7626574	3780187
20151	55862	18054	24920	2431799	5414470	1869084
48505	60618	5243	9895	1059843	3499252	821985
55129	46177	23660	39556	1824220	4656721	1346406
12039	42972	10500	19517	1653541	2831698	1263166
72047	23789	7340	15914	615525	656710	463356
19073	25076	9240	17791	1183288	1937897	859474
19041	184656	99929	159348	10479682	24756358	8012173
26079	13187	5161	10763	520515	739710	381654
2270	157	115	157	12720	23927	8816
26099	8706063	2855417	5114625	381293931	746748449	295779242
28087	665739	231325	389697	27666833	83037418	21136294
39007	408042	126242	244174	19795690	43848313	15053355
37117	147778	43151	76871	6485364	13257135	4922032
16047	18324	3733	8790	690285	1094618	531619
39163	10918	942	1536	255359	390345	203167
39171	242014	92731	152714	7782218	17474433	5959447
29021	855204	429050	670215	47499762	110491327	36718749
39013	181902	70023	133195	10585191	22340794	8085823
40089	65149	24764	41432	2789609	6234492	2061586
47081	31520	6826	11293	868566	1863853	674757
37053	38736	10572	19337	1325794	1974057	978934
47021	38984	12910	24462	1687088	3735617	1251746
48095	2972	371	734	93540	194474	70122
37031	459267	182680	293735	22134278	60483214	16953494
56041	53745	17810	39207	2570415	5240104	1885118
49041	51818	17392	35494	1979911	3263776	1448874
48049	403827	146198	239726	15689197	42156001	12016054
40095	37263	13594	24336	1261366	2244985	934253
22127	40333	20310	39487	2379216	7774268	1821049
2188	3224	2658	3215	340660	1162960	258977
16037	4209	429	1304	93872	110575	72259
53031	102770	33670	65676	5113638	9386103	3901186
26031	95899	31341	55541	3929300	6825611	2998352
26115	581255	213052	408274	31775643	69467132	24114147
47011	1023345	250026	426347	31034097	73422251	23726308
31131	35104	13605	25543	958141	1610115	739153
27113	33029	15071	24128	1379227	2703508	999081
51103	159428	71965	125571	6875389	12407649	5220639
16081	8728	1533	6222	269521	637203	206180
19157	77125	32793	58733	3598419	7875175	2663380
12017	2451699	676779	1138670	105595503	223330570	82028041
45031	320510	148718	258935	11980321	27758996	9164381
24019	154266	64856	103897	9808917	19175345	7393219
47071	185954	58060	111790	7498560	18285291	5744797
8055	20874	4389	9516	792670	1429246	593112
28163	39647	17089	34860	1528628	2923671	1132483
19101	61623	25218	47787	2740959	5323040	1950564
54103	37283	9370	15718	1543212	4305816	1153034
29073	48613	7201	12863	1185938	2082734	901006
42011	2242911	885029	1477967	118795975	286240554	91395317
30111	858351	400751	589202	57843860	160697323	44208456
29121	23086	10398	20346	1123529	2302560	803211
37013	333835	109321	179933	13726803	26611734	10423024
48165	38748	4608	7659	2050523	5762797	1576502
31057	2491	1372	2138	140019	220818	104641
36109	375607	184451	300707	19121619	44977722	14401535
42111	156796	40737	69256	5692943	11505496	4282803
29055	40590	4900	11897	1014312	1957785	773805
72015	2764	1022	1613	131535	177869	98421
35025	126810	44038	74462	5121526	9891118	3816145
19063	24013	6538	15639	847729	1227642	623785
18007	18968	5920	10420	891653	1361605	654924
20049	5883	544	614	116549	143144	94265
34011	1419566	411658	699376	70771594	147442091	54657358
48381	422595	180513	285250	14480119	34016041	11320378
8029	95275	39186	65776	4627174	9296872	3496583
37163	219429	117885	183808	10658137	29443499	8186613
49015	11537	1008	4151	298474	595768	229626
27131	109537	56903	96824	4915784	12418343	3667606
12013	31158	4820	10679	1140643	1421914	889566
19117	21051	11064	20276	1039463	1724042	773884
48447	634	405	634	44566	72090	34783
27121	6855	3522	6669	316250	685829	235706
21185	168246	73086	113725	6791422	16163074	5151571
39073	26619	10669	19549	1387291	2200085	1006065
20069	7894	2805	5436	240871	404678	175562
22055	4623049	1125089	1820010	189179637	587491968	147268458
36097	28644	11440	19891	1399277	2578666	1046919
19177	6069	2035	5324	245055	504801	179334
72117	10818	2084	4219	112387	117769	92453
13003	7530	2316	7529	355392	529969	260384
38025	3831	119	184	74585	115046	59668
27049	58238	21414	35212	2635893	7747701	1945928
29091	237723	97312	158791	14187189	41601330	10994291
20179	6770	1959	3718	155678	247195	120515
41025	12783	6542	12257	592799	955674	411488
72101	5243	1929	4908	143002	179197	115168
20207	8422	2152	4039	260070	355228	191375
42095	2124842	960367	1511101	121843399	322646395	93315026
5125	210897	113485	178977	9936533	22765203	7390181
17053	24968	8573	20801	1084864	2407114	793167
13267	32224	8661	16279	1131453	2416483	831927
19141	42664	13897	27770	1488574	2704078	1100969
30001	14383	5479	9384	649234	1168328	474904
37187	42612	9549	18275	1608441	3379254	1201684
17171	2363	631	2362	126735	156620	98480
40139	55875	18221	38640	1629766	3215481	1214558
54049	847147	457803	659817	21015200	58979494	17296455
8081	17982	8539	15902	836865	1346088	604947
27083	74543	31008	59515	2500080	5601660	1911555
1051	176087	56521	103380	6407815	11044275	4801297
45071	135550	60298	104420	7077887	14314930	5473253
45049	126705	19906	31803	3267809	7063910	2541527
20119	6508	1738	2769	210353	315206	163011
18095	472402	257222	395792	29020890	67249305	21730501
37133	612594	195512	350879	25508549	59294854	19287189
55085	471521	169886	252393	19485079	71125423	14738394
37139	308298	160871	240830	20735081	46148854	15657058
30021	11569	5310	7428	555549	939126	413472
5109	48359	17013	26737	1177060	1906302	901294
30027	28337	16051	24523	1326134	2045542	952961
72095	2679	1244	2629	39907	44331	34567
34021	3312043	1298070	2160825	204545945	534064691	159975593
45007	1645346	573019	946499	78174767	200309284	60040968
26049	4466875	1340732	2254903	204386038	406127802	158561631
5115	306298	156619	242309	12730680	31405222	9558545
55039	508124	199741	363477	14219410	52316518	10954062
20137	9839	2059	2642	252792	350358	196121
42093	432971	274081	350957	27761205	133004914	21409076
34041	582848	256728	464491	39712795	89354178	30373229
40143	6537603	2669425	4080612	266359258	691538350	206744063
28047	1466799	527299	846654	74850783	234593605	57434423
13297	168060	59862	120134	9054351	15146775	6865911
42107	837854	325516	607316	41531092	93291503	31783555
28135	6157	3763	5875	328429	876862	254854
16053	12920	3132	8187	452081	768817	342599
19147	11506	6068	11451	591265	900937	423462
48179	83405	31453	50620	4058830	9653635	3091616
17069	12617	2277	5344	436104	759264	335108
21223	10097	3306	5909	406438	782241	304338
13261	81918	44752	74126	5334136	12815798	3958263
48157	1614037	466598	842323	78640893	222518297	60709127
38015	1064547	453853	694804	52052383	122019492	40275425
48369	8610	2298	4661	240369	425324	181615
51173	318640	57274	99881	9434255	18988450	7258306
18183	30512	13800	24003	1437467	2935155	1008728
22099	49532	17041	42821	2216236	3317892	1626158
20103	165893	69110	126314	8673825	16530420	6432942
23013	168525	85096	130519	9367632	17019592	7093330
45053	167696	55390	89952	7808835	13311109	6070704
39121	8508	4146	8360	461809	761033	328363
17071	4291	804	1650	94540	116454	73672
27153	5072	1834	2978	180747	343117	139021
39169	382721	136527	240186	17369445	40451038	13179181
46037	15575	1867	5238	373783	717160	292010
47183	263831	84803	161072	10549006	25443288	8126625
23029	127945	24492	40864	3672663	6734647	2816984
51095	1116255	377633	645856	48025889	106538783	36949929
45023	82927	43143	70240	3719781	9061958	2780021
26057	110577	58406	104487	7172571	14754644	5371184
37033	25036	6707	9995	731425	969620	564579
18049	53133	25581	42579	1706993	4434206	1283137
27161	5355	2085	4426	217563	329539	157850
42073	289740	97747	192554	16344064	32508031	12523309
24035	110769	39516	76333	4526072	7497146	3440167
39147	156963	61327	130927	7525003	12263538	5547182
55113	88368	31359	53659	2361005	6439791	1832698
19079	112391	48771	92054	3003543	6524054	2304363
49031	942	46	48	19595	47776	15618
2016	3589	2774	3564	145013	426428	113111
6031	360452	135067	235887	21508805	50552826	16468168
13217	204379	124972	181419	14598764	45916443	11104162
28141	107990	50616	92754	3591039	6185069	2693987
29069	60671	25302	51136	3100374	7523381	2368724
37109	288433	105179	198657	10662929	26132832	8131557
37107	860438	286013	505331	28600755	54550445	22129915
13117	1463065	147378	276368	23389363	60374934	17881248
1007	27124	5777	11377	846894	1334040	636575
51133	53826	24320	48412	1721562	2663754	1302205
55095	138308	58310	82486	5014388	8463303	4381678
40045	12733	5149	7721	473524	803884	344237
23001	785468	314500	524799	37626732	94876481	28778995
55139	698015	317699	476294	30823645	110025615	23392141
48135	785596	317420	530665	42867050	138402910	32667776
40051	162380	77018	129622	5568181	12973287	4179044
29187	392880	161211	247525	20505967	54058678	15593794
53041	247212	115472	173955	16757337	38198095	12867487
29105	48424	25325	42104	2520336	7430040	1913336
28157	12914	4052	10567	593910	1550494	459270
12049	35171	15543	28325	2170294	5480658	1631785
19139	145189	62029	114886	6388697	13900009	4706913
35049	566162	282300	424000	40114415	106842629	30578614
42079	2866119	984273	1812052	136696733	322367981	105107721
29177	39778	10476	21528	1248054	2262071	931577
21103	39559	9183	23517	1324717	2320571	975157
51195	200844	40894	69902	7365981	14343380	5631058
27097	10356	5000	9279	613592	1412890	456738
5033	65418	30090	57533	3205726	7821589	2321248
53021	122273	40001	79526	5806620	12125343	4434223
31051	3940	1260	2532	116379	240580	88054
46071	2759	205	300	47322	56086	35983
23011	642347	306233	515715	35751368	78406037	27053640
13047	227390	94513	174628	11406263	28194590	8592047
37089	684627	354383	562413	42012957	88245556	31898426
19035	35090	16596	34331	1345422	2320972	964185
1021	61122	33766	55210	3144514	7044217	2297310
31061	3218	743	1969	107500	170605	84511
46021	1348	53	67	24881	33033	19904
44005	236439	119150	198222	14452757	27771589	10910542
25025	6684386	3508890	4940234	438993780	1397274440	340005961
6079	2095003	701731	1247103	119243412	274017749	92081865
41009	37065	8440	16950	1160605	2346748	888233
48471	229280	79522	123757	9502883	36208290	7247805
13137	81236	45450	75910	4542373	11491315	3404945
27065	6574	4631	6323	249001	603761	174495
32015	1167	407	698	49529	103657	34690
25015	658620	293142	498645	35717388	80225695	27011524
9015	345913	176559	278996	22145821	47521825	16672541
21045	42315	9478	21239	1547799	3070268	1200664
47101	19326	8924	17501	769278	1560699	556703
28119	28893	8268	16655	979276	1299229	748954
53069	1849	104	119	42071	71626	33639
31017	13047	5585	9528	375035	531277	273945
29155	54304	27813	47354	2868616	5445355	2172422
22029	75424	37438	66686	5593822	16718852	4308780
21079	19926	4142	8939	763378	1217693	585902
18153	47848	15123	24807	2257359	5487431	1728257
46109	7485	4077	6641	317010	628941	231009
31147	44120	9129	16458	1144083	2291101	878035
31029	6615	477	1828	147808	193733	111576
30091	16916	7483	15432	476652	769520	359244
6095	780065	268052	460612	46220801	132059809	35545504
54071	18778	1974	3203	412306	524129	311922
29147	33125	8929	19451	1314394	2335189	983484
18023	52150	23100	37210	2758674	6748234	2006854
13235	35446	18978	31368	1610843	3734596	1200644
18019	803631	369558	598621	46378086	109509892	35717200
6081	2387434	943174	1999213	201602940	472785579	171821643
1033	1024765	387245	651508	39120486	83535004	30350395
13255	731852	145610	253254	18727807	47537756	14328179
42039	416806	182599	288989	19252977	40875203	14653132
13205	25773	7946	14648	897403	2000693	679259
72153	21927	9194	20658	672760	832593	533438
29133	35792	10514	17106	641222	1128405	526303
28159	28626	18985	27927	1014108	2531781	770084
37073	74350	2245	8382	1865062	2876076	1485830
31093	3424	1540	2867	184664	335877	141973
53011	1147298	455344	716366	56729004	152961411	43382418
72143	11539	4141	10789	282238	318886	222975
55123	42717	10781	20170	1577858	6239012	1177382
21147	82951	25427	42349	1881887	3013095	1453065
41047	1373650	359247	564655	54253561	149698290	41888067
47135	57892	13949	24576	1706598	3139941	1327868
40011	12766	4443	6925	510132	833804	386044
28023	27071	8077	12215	1067352	1968583	816495
42003	6539326	3441281	5353571	347938734	928994411	276247525
26065	2281627	937984	1494043	131044043	281220192	101147574
19187	335682	167576	255292	13947752	30934779	10634825
46027	35589	12919	26459	1231601	2324132	928083
19023	20957	4805	11964	479467	874515	368542
22047	18895	10362	17074	993175	2706832	728078
31163	3517	124	170	63648	96924	50918
2130	14185	8970	12797	1209678	2459520	906201
22089	35504	16855	29163	1433933	4014906	1070116
54057	64683	22640	51118	2652144	4710611	1957488
28105	153188	80470	138042	7012013	15184176	5271230
46017	5426	1269	2670	155826	440583	121139
30079	1023	138	178	27886	36307	22060
51041	2615910	812148	1158913	110828631	276975175	88676321
28145	149973	67732	102518	5050746	14315544	3837766
78010	122310	64328	104269	6761094	10025749	5103581
5085	89428	37391	70501	2733134	4797516	1997651
54093	12382	1502	2798	343161	519710	253089
5135	94905	22367	46931	3073186	4683779	2249166
18073	167287	53424	96264	5474811	12921538	4123060
46051	31392	4462	9398	795225	1044152	600444
21011	20103	1386	2776	489521	829830	386294
55065	14338	5302	12031	506823	703426	369249
55075	306866	87008	154595	10424369	36051085	7965864
42047	113299	51121	81625	7349228	14215940	5572030
21213	107465	28296	61613	3618313	6757829	2735068
5013	9774	5399	7963	128266	407578	110522
5027	103478	38747	71885	4550598	8057324	3436766
55059	445992	203644	344382	25190335	85939411	18942260
17125	4085	2140	4061	239733	439618	185397
53051	17502	2969	6128	519465	918725	402327
54065	18153	6943	12450	814713	1236321	609035
30049	183873	96753	153746	10905429	22498467	8088634
12057	19480607	9841357	15053872	614626743	1975093936	510708355
26089	33317	7077	20162	1171677	1907590	896923
31181	3145	947	1565	125894	140523	95581
17115	1435865	443962	693827	57141015	173934768	43908095
47147	157200	76279	116804	7251606	18548177	5473909
48335	11015	1209	1558	311267	423139	243211
13195	75668	9072	16283	1769010	3323958	1397801
26141	36792	12103	24755	1288378	1844314	962642
69010	62247	3625	15453	2994771	3897530	2330184
56027	1732	76	126	32539	45354	25959
54029	196588	84745	147352	11022695	24508497	8359674
20147	17752	4517	10904	679502	1124183	495999
29205	14136	1316	1879	263039	323521	206638
48345	3793	78	94	50056	57696	40045
36053	228490	88679	146531	10100781	24178528	7611219
22111	14192	5994	13179	796155	1792607	590436
48107	4137	1929	2444	152380	428341	123075
30061	4076	930	1750	139949	309451	110112
20203	1174	682	1174	46759	71113	35765
8109	2375	190	279	54040	86361	41931
36019	549893	245540	428724	30021482	61468831	22943095
27019	107742	54490	92949	5480873	12618105	4134876
39091	139752	54267	87991	5980345	11687746	4515315
19127	256076	105680	198499	16273701	33578671	12469149
28131	27766	10377	15750	1083288	2319465	829737
30077	17947	3748	10181	541249	996538	414684
30011	13	12	13	670	1612	536
56021	561724	268119	415870	29725738	72838744	22721249
36049	38913	17430	27589	1960349	3585174	1431813
37195	1079263	340736	543389	33894417	89011272	26019144
51119	25826	13415	22234	1075452	1714894	794298
46123	25687	6858	16408	777208	1026142	571222
49025	7788	2002	4297	304393	543610	215923
2275	1109	348	1109	68403	119835	51581
48125	3535	95	118	54141	61796	43313
31111	310826	159993	259643	13786701	36295326	10581652
15009	265975	114095	195482	18404930	39035147	13731816
53027	324693	123155	220070	15105057	32233879	11364913
51005	104564	51101	83303	5040842	12485250	3774063
25021	4027985	1749830	2995085	224088089	616511135	172249063
5143	1812402	568712	950964	75181876	177929586	57462296
51085	801103	267916	432839	33672028	80268993	25651024
21157	147230	42362	74119	4636955	8020484	3456843
1041	48746	9677	18172	1211429	1674550	914495
40123	145737	86332	130943	9992931	20678710	7525766
37141	140935	35033	78002	5338219	7851608	4040921
13091	69313	28052	51063	3588290	8875826	2706540
39047	35949	11599	22649	1777165	2894782	1340413
29087	1786	1199	1783	69529	101682	51760
8021	7544	1481	1970	300330	1122642	233957
17131	15499	6068	13492	577296	1225711	431640
17143	3519384	945075	1456206	132077353	451740048	101618181
37023	518982	244212	384463	29838034	64598631	22738812
18061	84129	30903	54711	2977368	5057100	2142878
21049	199918	70807	113532	7771559	16618423	5895541
1013	80038	30318	49322	3515227	8784011	2653619
39101	568826	246343	409951	24865152	46300745	19063893
48013	76620	27158	48004	4099380	8248400	3097885
12063	167743	74599	126963	10634246	22810409	8077405
20029	18434	6809	12706	891584	1254345	631337
51045	6360	962	1353	128707	172185	101391
48305	5061	3205	4635	334483	1731057	242912
17153	25891	3359	11368	609127	1064618	483718
25011	352648	146060	243541	18963677	41141421	14360616
1099	109609	38002	64420	3194018	6580916	2402675
72027	10832	5101	10380	253113	290022	201747
6113	284583	121523	202515	17207211	57362698	12974638
38035	361925	179571	270301	22625699	54565273	17099800
30101	4307	2585	4297	223820	305967	162369
30083	15205	9352	15037	850168	1807637	623261
8111	882	31	35	15916	35965	12733
60001	270	252	270	21198	40822	8668
41067	1102380	504022	741031	61730817	166499777	47179554
27037	501523	193389	347530	22188270	54235020	16549343
4023	46700	10375	18779	2561510	5447728	1957775
29037	122006	35316	76272	5308483	11186139	3999663
22121	22397	7101	17253	1005585	1870726	756167
38043	4482	1078	1745	97932	210871	78099
21231	79559	24851	44064	2211847	6980454	1769221
19017	62548	30192	52989	1940027	4352937	1459262
27129	14148	2800	6732	489415	718455	366703
19173	3224	269	446	90715	123581	72447
41029	1530430	650387	1062073	86480351	221482433	66456598
18175	53770	23168	35135	1907052	4305686	1370236
20123	73306	32132	56159	2076650	4240749	1574365
17187	20127	9038	18308	868695	1760001	633541
48503	102372	35542	61673	3476600	9646141	2678078
46069	2375	105	141	32180	34017	25816
49057	1440362	340599	582099	54388084	124196246	41529325
48075	12755	5078	7129	651864	1330890	492344
26097	17709	5500	8973	663987	1380481	494622
46095	2861	233	412	41581	86532	33432
55053	61599	26532	49616	1533140	5205592	1164704
5095	101494	5716	10022	2037671	4141455	1597961
19167	45867	14323	34586	1750000	2662678	1278283
47053	283938	90715	171145	10470576	17509678	7917070
48225	36022	18314	33207	1996928	5934765	1506845
18111	10381	1458	1876	301702	323478	239122
8019	3094	591	986	89117	201646	70559
39053	897923	226241	397298	16559222	61039994	13232720
13019	24903	6946	10962	953348	1395511	708520
29223	55767	16413	27698	830362	2187997	703832
12043	6805	360	482	127725	127931	100774
47149	1802397	418539	705754	53744351	133152376	41187344
48337	37427	18985	31775	1079868	2856924	871786
27001	10079	3912	5983	426589	831406	320273
29011	32330	10261	21020	1536139	2675435	1137273
55109	91908	36138	67232	3949211	11498701	2967351
48037	2098149	609971	921033	71416148	187886425	55133742
47023	69043	31219	60047	1960664	4419940	1464449
48099	52703	17643	27481	2573312	5258477	1944116
72085	11708	6325	11231	299103	333646	234391
13181	10688	2193	3291	345693	683716	272496
13029	71148	25924	50737	2222315	4605273	1709066
13151	966733	343196	575980	54856851	145942595	42159381
72071	27261	5223	11487	400252	458576	314674
29213	272124	125229	191242	14689204	34176504	11169802
47027	29282	9241	18368	1168028	1893721	867861
12037	53841	13430	27050	2368706	3367180	1834720
40109	7283662	3305419	5105248	367974218	1000166727	285640443
18005	445519	217439	320747	25463637	56753554	19137778
39021	29752	10922	24135	1539151	2412960	1120642
31135	8395	3871	5566	371522	433247	270329
48193	30364	6325	12553	961258	1906142	743060
36087	2651140	955072	1845236	157934796	354851823	123173839
39019	13886	6245	12384	646281	838592	452788
72037	1292	786	1292	24430	25592	20201
8011	5801	465	910	185178	616694	145981
48283	4067	1444	2241	229034	424341	173901
38065	1347	323	373	19410	35729	15811
39029	330759	143961	251578	18804293	35206208	14189586
40099	41932	11135	24716	1659762	3235442	1211500
48293	47561	24081	37510	2064881	5941866	1591145
51031	103547	32943	54770	3175339	4239237	2377521
31087	1065	84	100	29027	41288	23222
47077	195639	37905	57833	6016167	16609533	4650726
51027	85241	24602	43533	2547956	5353135	1904446
23019	1500134	696156	1166668	65509987	162099612	50893128
49045	76232	29614	55557	4133905	9899709	3134938
13169	11620	5113	9878	414436	981064	315325
5053	37590	10667	31090	1102103	1645862	819478
39011	508809	59648	123185	7501640	15458488	5639612
40069	31761	9265	20369	1116942	1923502	821233
26123	68511	29642	64194	1847076	4110435	1448451
24015	378481	151179	272644	21894914	45919779	16799022
19071	15250	4938	8740	458906	1023062	360567
39003	966600	443515	669099	56397226	129365963	43249852
38051	7940	2010	4440	242708	443913	181636
29045	33370	8114	20409	954718	1520194	720456
51079	16833	5538	9374	638349	890137	487430
36081	8244985	2735863	6146806	465827208	916205897	362798598
36001	2757737	1182161	1801109	144899104	379179957	111873423
56013	135855	55620	99074	6450980	14065055	4824653
37057	221861	96632	153087	11220193	23092521	8431797
48047	11240	4109	8379	517690	734505	383395
36095	31657	11676	25605	1374090	2404011	966636
18123	61711	22001	50094	1696887	3483572	1271272
55078	7635	4333	6209	302682	557253	217416
29197	4780	390	744	143578	174697	111375
40135	39477	19934	36586	2054927	3879659	1469391
13081	159014	58085	98355	6158726	15923529	4800716
12033	2797532	1274048	1963456	200671754	501644883	154762184
39119	663617	307491	454459	32051330	71906266	24464451
29229	30434	10523	26498	1024429	1364172	728765
12123	70339	28334	46717	2509580	5768283	1890362
8065	5630	1795	4734	219070	504350	157728
27123	2383953	966225	1448073	108762877	323516371	84170535
20059	85422	40665	69698	3620348	7283914	2768111
19155	414487	157365	270300	16207576	39002735	12198869
17023	40657	7435	15786	1165371	2561679	890268
51640	238361	114423	185721	10198156	18222650	7748717
49019	14480	5253	9274	560779	1275901	417678
21171	67524	20905	47685	1916171	2832764	1390236
48443	1710	236	403	37615	51757	28277
48489	165206	56234	109227	4213185	10525421	3412681
8041	3227729	1020700	1617267	147726748	374371385	113805394
51147	166480	59673	89441	7772710	15993979	5895501
2100	1702	857	1702	124781	245953	89778
2110	50707	29937	46084	2983133	8330787	2180404
27141	37211	16275	28455	1554129	3889513	1122137
8003	49859	28068	38163	3109303	7616662	2345931
18015	56166	16092	31396	1647769	2859890	1243959
72077	10241	4523	8843	264183	275690	207296
21181	2518	1329	2282	115212	196064	83975
45001	61394	11855	20949	2229321	3733770	1755129
40067	11961	3712	8009	495856	872020	359219
55037	1535	142	173	49753	60796	38870
29079	22835	4232	8600	640733	843220	481612
8087	62156	24939	39067	3067051	6082311	2315694
72113	247790	100230	194789	12014961	19466792	9241240
49005	300211	98507	165593	13111373	28949361	9890916
19061	833947	354525	567815	29998184	78738407	23167157
46049	878	377	571	52717	91320	41972
17043	10619062	4513581	7170021	495324812	1457437577	390145638
34025	7157218	2203970	3921166	366557075	854714128	284241369
48169	12085	2080	2729	251737	376639	188138
26027	24568	10308	18714	1439324	3256465	1088545
21131	14143	6314	12075	979306	2882624	808022
26129	210714	78980	147629	8649454	16383343	6705847
72091	76077	34868	60730	3974160	5254885	3028383
20117	19595	5229	9351	693382	1005355	530445
26107	113028	42298	73699	5702568	15323126	4298521
51035	78722	24793	45429	2319003	3234061	1752341
17055	49630	16573	35095	2305762	4442172	1707132
48177	33585	7742	15196	1410994	2485183	1088344
9009	24255	13054	23821	1532157	2728734	1122514
31175	31664	11195	21364	864207	1587526	637948
17065	29659	5108	11379	932093	1385071	704310
13265	410	246	410	2211	5287	2193
16055	552122	266585	433637	32068165	71563385	24450815
46003	1852	153	236	35573	45887	28290
45039	44773	13806	21978	1056213	2215587	849139
28101	6598	3855	6157	321594	452883	239674
6021	27359	8749	17430	1233755	3127258	935385
54101	2850	2192	2712	123174	250805	86603
27041	138141	66043	101167	6565398	16171238	4995123
51770	2007085	588960	886037	70743971	167171597	54370951
17019	1602668	554015	888005	65491703	275923972	50311732
40141	18968	4474	8862	734763	1128856	546788
21219	21693	2581	5133	557709	872901	426999
38093	107936	44603	75210	5224728	11148348	3936303
48153	7170	1973	3219	182968	319830	144535
22051	2426972	1062830	1727513	138285778	356861006	106122638
16019	620946	269595	426460	31424213	71103100	24169392
27119	43394	18411	33880	1815277	3961910	1325236
46085	3478	790	1260	69505	152402	54674
30005	6560	2341	3417	171251	297266	121606
8053	2941	784	1063	41015	72154	33277
37137	60950	20035	45001	1689669	2634812	1309751
13125	163	163	163	2775	2870	2775
12009	6723826	2197121	3943477	309940683	704031166	241409673
42091	13413815	6440609	10431232	594459711	1479393518	474113386
20131	30335	8572	20106	1075296	1619878	801511
45043	514907	213240	313435	27920158	65504316	21670073
48277	904748	281875	439969	35716827	115601122	27613282
39031	90306	31481	56447	3860413	7814436	2926318
40153	91145	33022	58667	4021544	9610388	3025208
48009	4612	615	783	148658	418014	116564
47091	67807	9744	23582	1676690	2192336	1289513
36059	22680163	9460276	17421444	1113061555	2642164772	886265260
48061	2387895	887771	1569372	107824594	282096340	83764128
22033	3513308	1329971	2016573	163075138	456074778	125465584
1023	93446	24392	53624	1879328	3267749	1401317
22067	117541	39442	76834	5235076	11156333	3998551
47033	52164	20962	29607	1428809	3101783	1084186
26103	416223	214355	347779	22500828	64142215	17128691
39133	325757	174520	260657	17193471	36765166	12846632
47105	99459	53821	89505	5765658	16029666	4329217
48355	2756128	917565	1469197	127802808	333906937	98360922
13073	551008	197436	316494	28087714	80048350	21569718
26157	150592	51467	104725	7554204	13023619	5667103
13131	41059	18764	33012	1958132	3268155	1446739
19003	10907	2279	3248	326616	516815	245126
53073	736795	309761	461359	39683048	98993663	30306266
36065	2296584	913945	1527834	92096272	201987574	71632651
26147	1055401	419968	760493	54703555	112748157	41919066
37065	183984	80038	135725	7406377	15714577	5701840
39081	400521	169246	290949	22556130	54354608	17277767
29123	17943	4899	7435	753251	1833832	577903
42075	551701	263797	440204	28529835	64560070	21517425
12129	23846	4954	9919	798178	1625853	597652
27095	17409	11385	17388	1035383	2346031	738061
29115	57433	16138	28778	1891822	3964173	1417774
32011	271	144	271	23427	31150	16632
12047	24522	5123	10079	1074053	1229414	801346
48453	12105722	5378481	8354729	413075801	1289628924	337446753
39145	1906873	272126	485922	62857342	145861134	49350306
